"Udgifter, gns. pr. kvm pr. år, kr.";;;"Ibrugtagelsesår";;;;;;;;;"Alle"
;"Før 1940 ";"1940-1949";"1950-1959";"1960-1969";"1970-1979";"1980-1989";"1990-1999";"2000-2009";"2010-    ";;
;"117.1 Afholdte udgifter";"";"                            35";"                            20";"                            26";"                            26";"                            25";"                            21";"                            18";"                            13";"                             1";"                            22"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -35";"                           -20";"                           -25";"                           -26";"                           -24";"                           -20";"                           -17";"                           -12";"                            -1";"                           -22"
;"118 Særlige aktiviteter";"";"                             6";"                             8";"                             9";"                            12";"                             9";"                             9";"                             9";"                             9";"                            15";"                             9"
;"119 Diverse udgifter";"";"                             8";"                             5";"                             6";"                             7";"                             8";"                             7";"                             7";"                             9";"                             2";"                             7"
;"124.8 Henlæggelser i alt";"";"                           178";"                           127";"                           131";"                           139";"                           132";"                           113";"                           108";"                            82";"                            55";"                           123"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           134";"                            99";"                            97";"                           102";"                            92";"                            86";"                            87";"                            62";"                            35";"                            91"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             0";"                            18";"                            20";"                            19";"                            16";"                            16";"                            12";"                            10";"                             1";"                            16"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            41";"                             6";"                             7";"                             9";"                            11";"                             6";"                             6";"                             5";"                            20";"                             8"
;"122.1 Fælleskonto (konto 403)";"";"                             4";"                             0";"                             1";"                             1";"                             2";"                             1";"                             1";"                             1";"                             1";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            37";"                             5";"                             6";"                             8";"                             9";"                             5";"                             5";"                             4";"                            19";"                             7"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             3";"                             4";"                             3";"                             4";"                             7";"                             4";"                             3";"                             2";"                             0";"                             4"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             1";"                             4";"                             5";"                             6";"                             2";"                             1";"                             2";"                             0";"                             4"
;"137 Ekstraordinære udgifter i alt";"";"                            72";"                           120";"                           104";"                           111";"                           125";"                            31";"                            23";"                            20";"                            92";"                            82"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            70";"                           102";"                            87";"                            77";"                            41";"                            14";"                            11";"                             4";"                             0";"                            49"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             0";"                             9";"                             8";"                             6";"                            10";"                             5";"                             3";"                             3";"                             0";"                             6"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             4";"                             5";"                            17";"                            59";"                             3";"                             2";"                             0";"                             0";"                            17"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             1";"                             1";"                             1";"                             4";"                             3";"                             1";"                             2";"                             2";"                             0";"                             2"
;"129.1 Afholdte udgifter";"";"                             2";"                             3";"                             4";"                             6";"                             8";"                             7";"                             5";"                             7";"                            25";"                             6"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -1";"                            -2";"                            -3";"                            -2";"                            -6";"                            -6";"                            -3";"                            -5";"                           -25";"                            -4"
;"130 Tab ved fraflytning";"";"                             0";"                             2";"                             1";"                             2";"                             3";"                             2";"                             1";"                             2";"                             0";"                             2"
;"130.1 Afholdte udgifter";"";"                             1";"                             4";"                             4";"                             7";"                            10";"                             7";"                             4";"                             4";"                             0";"                             6"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -1";"                            -3";"                            -4";"                            -5";"                            -7";"                            -5";"                            -3";"                            -3";"                             0";"                            -5"
;"131 Andre renter";"";"                             0";"                             1";"                             1";"                             2";"                             3";"                             1";"                             1";"                             3";"                            92";"                             2"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                             0";"                             0";"                             3";"                             0";"                             0";"                             0";"                             0";"                             1"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             2";"                             1";"                             3";"                             0";"                             1"
;"134 Korrektion vedr. tidligere år";"";"                             1";"                             0";"                             0";"                             1";"                             0";"                             1";"                             1";"                             2";"                             0";"                             1"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                             0";"                             0";"                            -0";"                             0";"                             0";"                            -0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             1";"                             2";"                             1";"                             0";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           611";"                           610";"                           613";"                           629";"                           689";"                           748";"                           786";"                           812";"                           465";"                           691"
;"140 Overskud i alt";"";"                            25";"                            14";"                            15";"                            16";"                            12";"                            18";"                            20";"                            12";"                           102";"                            16"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             2";"                             2";"                             1";"                             3";"                             2";"                             6";"                             3";"                            64";"                             3"
;"140.2 Henlæggelser";"";"                            25";"                            13";"                            13";"                            14";"                             9";"                            15";"                            15";"                             9";"                            38";"                            13"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           636";"                           625";"                           628";"                           645";"                           701";"                           766";"                           806";"                           824";"                           567";"                           706"
"Nordjylland";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                           228";"                            78";"                            61";"                           107";"                           204";"                           327";"                           406";"                           512";"                           429";"                           215"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           177";"                           181";"                           205";"                           169";"                           151";"                           148";"                           146";"                           138";"                           101";"                           164"
;"106 Ejendomsskatter";"";"                            27";"                            25";"                            34";"                            27";"                            26";"                            27";"                            17";"                            17";"                             4";"                            26"
;"107 Vandafgift";"";"                            25";"                            21";"                            27";"                            26";"                            28";"                            20";"                            18";"                            10";"                            15";"                            23"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             1";"                             3";"                             2";"                             1";"                             2";"                             1";"                             2";"                             0";"                             2"
;"109 Renovation";"";"                            22";"                            25";"                            25";"                            24";"                            23";"                            27";"                            25";"                            23";"                            16";"                            25"
;"110 Forsikringer";"";"                            14";"                             9";"                            12";"                            11";"                            13";"                            12";"                            12";"                            11";"                             8";"                            11"
;"111 Afdelingens energiforbrug";"";"                            19";"                            12";"                            13";"                            15";"                            15";"                            15";"                            25";"                            30";"                            22";"                            17"
;"112 Bidrag til boligorganisationen";"";"                            39";"                            43";"                            43";"                            41";"                            42";"                            45";"                            48";"                            46";"                            38";"                            44"
;"112.1 Administrationsbidrag";"";"                            38";"                            41";"                            42";"                            39";"                            40";"                            43";"                            45";"                            43";"                            35";"                            42"
;"112.2 Dispositionsfond";"";"                             1";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            32";"                            46";"                            47";"                            23";"                             1";"                             0";"                             0";"                             0";"                             0";"                            17"
;"119.9 Variable udgifter i alt";"";"                           114";"                           117";"                           119";"                           119";"                           126";"                           129";"                           132";"                           123";"                           106";"                           123"
;"114 Renholdelse";"";"                            55";"                            61";"                            67";"                            64";"                            74";"                            77";"                            79";"                            75";"                            70";"                            70"
;"115 Almindelig vedligeholdelse";"";"                            48";"                            42";"                            35";"                            37";"                            34";"                            36";"                            35";"                            35";"                            22";"                            36"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                             1";"                             0";"                             1";"                             1";"                             1";"                             0";"                             5";"                             1"
;"116.1 Afholdte udgifter";"";"                            30";"                            73";"                            77";"                            50";"                            51";"                            72";"                            63";"                            34";"                             5";"                            60"
;"116.2 Heraf dækkes af henlæggelser";"";"                           -30";"                           -72";"                           -76";"                           -50";"                           -50";"                           -71";"                           -62";"                           -33";"                             0";"                           -59"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             0";"                             2";"                             2";"                             1";"                             1";"                             0";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                             8";"                            14";"                            17";"                            18";"                            17";"                            15";"                            11";"                             7";"                             0";"                            15"
;"117.2 Heraf dækkes af henlæggelser";"";"                            -8";"                           -14";"                           -16";"                           -16";"                           -15";"                           -15";"                           -10";"                            -6";"                             0";"                           -14"
;"118 Særlige aktiviteter";"";"                             4";"                             8";"                            10";"                            11";"                             8";"                             7";"                             9";"                             6";"                             5";"                             8"
;"119 Diverse udgifter";"";"                             7";"                             5";"                             6";"                             6";"                             8";"                             7";"                             8";"                             6";"                             3";"                             6"
;"124.8 Henlæggelser i alt";"";"                            62";"                            96";"                           104";"                            92";"                           101";"                            95";"                            82";"                            64";"                            46";"                            93"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                            49";"                            74";"                            78";"                            63";"                            65";"                            67";"                            64";"                            50";"                            40";"                            67"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                            10";"                            13";"                            16";"                            12";"                            11";"                            10";"                             8";"                             8";"                             6";"                            11"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                             0";"                             4";"                             4";"                             8";"                             8";"                             7";"                             4";"                             4";"                             0";"                             6"
;"122.1 Fælleskonto (konto 403)";"";"                             0";"                             3";"                             2";"                             4";"                             3";"                             3";"                             1";"                             1";"                             0";"                             3"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                             0";"                             2";"                             2";"                             4";"                             4";"                             4";"                             3";"                             3";"                             0";"                             3"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             3";"                             4";"                             4";"                             7";"                             8";"                             5";"                             5";"                             3";"                             0";"                             5"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             0";"                             3";"                             2";"                             9";"                             7";"                             0";"                             0";"                             0";"                             4"
;"137 Ekstraordinære udgifter i alt";"";"                            98";"                           101";"                           116";"                           139";"                           140";"                            51";"                            27";"                            28";"                            46";"                            96"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            96";"                            89";"                            90";"                            91";"                            85";"                            29";"                            11";"                             9";"                             0";"                            65"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             0";"                             6";"                             5";"                             9";"                             2";"                             3";"                             2";"                             1";"                             0";"                             4"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             1";"                             2";"                            10";"                            21";"                             3";"                             0";"                             0";"                             0";"                             7"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             1";"                             1";"                            13";"                             6";"                             4";"                             5";"                             2";"                             0";"                             5"
;"129.1 Afholdte udgifter";"";"                            10";"                             3";"                             3";"                            17";"                            20";"                             8";"                            13";"                            14";"                            43";"                            11"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                           -10";"                            -2";"                            -2";"                            -4";"                           -14";"                            -4";"                            -8";"                           -12";"                           -43";"                            -7"
;"130 Tab ved fraflytning";"";"                             0";"                             1";"                             1";"                             3";"                             7";"                             3";"                             1";"                             1";"                             0";"                             3"
;"130.1 Afholdte udgifter";"";"                             9";"                             5";"                             3";"                             7";"                            13";"                             7";"                             4";"                             3";"                             0";"                             7"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -9";"                            -4";"                            -2";"                            -4";"                            -6";"                            -4";"                            -3";"                            -2";"                             0";"                            -4"
;"131 Andre renter";"";"                             1";"                             1";"                             2";"                             3";"                             3";"                             3";"                             2";"                             6";"                            46";"                             3"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                            12";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0";"                             2"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             2";"                             2";"                             6";"                            14";"                             2";"                             4";"                             6";"                             0";"                             6"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             0";"                             1";"                             0";"                             1";"                             4";"                             1";"                             2";"                             0";"                             1"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                            -0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"139 Udgifter i alt";"";"                           680";"                           573";"                           605";"                           626";"                           721";"                           750";"                           793";"                           865";"                           728";"                           690"
;"140 Overskud i alt";"";"                            14";"                             8";"                            14";"                             8";"                             6";"                            18";"                            11";"                            14";"                            74";"                            11"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             0";"                             3";"                             1";"                             1";"                             2";"                             2";"                             3";"                            74";"                             2"
;"140.2 Henlæggelser";"";"                            14";"                             8";"                            11";"                             7";"                             4";"                            16";"                            10";"                            11";"                             0";"                             9"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             2";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           694";"                           581";"                           619";"                           633";"                           727";"                           768";"                           804";"                           880";"                           802";"                           701"
"Alle";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                            17";"                            41";"                            44";"                            87";"                           189";"                           338";"                           411";"                           528";"                           221";"                           200"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           250";"                           233";"                           240";"                           206";"                           180";"                           166";"                           171";"                           146";"                            97";"                           195"
;"106 Ejendomsskatter";"";"                            53";"                            45";"                            46";"                            42";"                            40";"                            37";"                            32";"                            26";"                            23";"                            40"
;"107 Vandafgift";"";"                            39";"                            32";"                            38";"                            35";"                            33";"                            23";"                            24";"                             9";"                             2";"                            30"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             1";"                             0";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"109 Renovation";"";"                            22";"                            25";"                            25";"                            25";"                            26";"                            29";"                            27";"                            24";"                            13";"                            26"
;"110 Forsikringer";"";"                            11";"                            12";"                            13";"                            12";"                            14";"                            12";"                            12";"                            11";"                            11";"                            12"
;"111 Afdelingens energiforbrug";"";"                            17";"                            15";"                            17";"                            20";"                            22";"                            18";"                            25";"                            27";"                            13";"                            20"
;"112 Bidrag til boligorganisationen";"";"                            50";"                            50";"                            46";"                            45";"                            43";"                            48";"                            51";"                            48";"                            36";"                            47"
;"112.1 Administrationsbidrag";"";"                            48";"                            48";"                            44";"                            43";"                            41";"                            46";"                            49";"                            46";"                            34";"                            45"
;"112.2 Dispositionsfond";"";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            58";"                            54";"                            55";"                            26";"                             1";"                             0";"                             0";"                             0";"                             0";"                            20"
;"119.9 Variable udgifter i alt";"";"                           132";"                           127";"                           135";"                           135";"                           135";"                           125";"                           131";"                           116";"                           100";"                           131"
;"114 Renholdelse";"";"                            76";"                            72";"                            77";"                            78";"                            76";"                            74";"                            79";"                            69";"                            57";"                            76"
;"115 Almindelig vedligeholdelse";"";"                            40";"                            39";"                            37";"                            35";"                            37";"                            32";"                            31";"                            27";"                            24";"                            35"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             2";"                             1";"                             1";"                             1";"                             1"
;"116.1 Afholdte udgifter";"";"                           112";"                           113";"                           110";"                           103";"                            90";"                            92";"                            87";"                            49";"                             1";"                            95"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -112";"                          -112";"                          -109";"                          -103";"                           -89";"                           -90";"                           -87";"                           -48";"                             0";"                           -94"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             1";"                             0";"                             2";"                             1";"                             1";"                             1";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                            22";"                            21";"                            21";"                            20";"                            20";"                            18";"                            18";"                            11";"                             1";"                            19"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -22";"                           -20";"                           -20";"                           -20";"                           -18";"                           -17";"                           -17";"                           -10";"                            -1";"                           -18"
;"118 Særlige aktiviteter";"";"                             9";"                             9";"                            11";"                            13";"                            12";"                            10";"                            12";"                            10";"                            10";"                            11"
;"119 Diverse udgifter";"";"                             7";"                             6";"                             7";"                             8";"                             8";"                             7";"                             8";"                             8";"                             7";"                             7"
;"124.8 Henlæggelser i alt";"";"                           153";"                           145";"                           142";"                           134";"                           138";"                           117";"                           109";"                            83";"                            63";"                           129"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           122";"                           115";"                           113";"                           102";"                            95";"                            88";"                            86";"                            64";"                            38";"                            97"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             9";"                            14";"                            16";"                            15";"                            13";"                            15";"                            13";"                             9";"                             8";"                            14"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            13";"                            10";"                             6";"                             6";"                             6";"                             4";"                             4";"                             4";"                            13";"                             6"
;"122.1 Fælleskonto (konto 403)";"";"                             3";"                             3";"                             2";"                             1";"                             2";"                             1";"                             1";"                             1";"                             1";"                             2"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            10";"                             6";"                             5";"                             4";"                             5";"                             3";"                             4";"                             3";"                            12";"                             4"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             8";"                             6";"                             5";"                             6";"                             8";"                             6";"                             5";"                             4";"                             3";"                             6"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             0";"                             2";"                             4";"                            16";"                             5";"                             1";"                             1";"                             0";"                             5"
;"137 Ekstraordinære udgifter i alt";"";"                           127";"                           112";"                           108";"                           123";"                           139";"                            39";"                            26";"                            30";"                            67";"                            93"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                           100";"                            85";"                            85";"                            67";"                            51";"                            18";"                             9";"                             4";"                             0";"                            51"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             4";"                             8";"                             8";"                             8";"                             7";"                             4";"                             4";"                             2";"                             0";"                             6"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             2";"                             3";"                             6";"                            32";"                            56";"                             6";"                             2";"                             0";"                             0";"                            20"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             1";"                             1";"                             1";"                             2";"                             3";"                             1";"                             3";"                             3";"                             0";"                             2"
;"129.1 Afholdte udgifter";"";"                             2";"                             3";"                             3";"                             5";"                             8";"                             5";"                             7";"                            12";"                            45";"                             6"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -1";"                            -2";"                            -2";"                            -3";"                            -6";"                            -4";"                            -4";"                            -9";"                           -45";"                            -4"
;"130 Tab ved fraflytning";"";"                             1";"                             1";"                             1";"                             2";"                             3";"                             2";"                             1";"                             2";"                             0";"                             2"
;"130.1 Afholdte udgifter";"";"                             8";"                             6";"                             6";"                             8";"                            11";"                             8";"                             5";"                             5";"                             0";"                             8"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -7";"                            -5";"                            -5";"                            -6";"                            -8";"                            -6";"                            -4";"                            -3";"                             0";"                            -6"
;"131 Andre renter";"";"                             3";"                             2";"                             1";"                             1";"                             2";"                             1";"                             1";"                             8";"                            67";"                             2"
;"132 Ydelser vedr. driftsstøtte";"";"                            12";"                             8";"                             3";"                             3";"                             4";"                             2";"                             2";"                             1";"                             0";"                             3"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             3";"                             2";"                             2";"                             2";"                             4";"                             4";"                             3";"                             7";"                             0";"                             3"
;"134 Korrektion vedr. tidligere år";"";"                             2";"                             1";"                             1";"                             3";"                             5";"                             2";"                             2";"                             4";"                             0";"                             3"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             2";"                             4";"                             1";"                             0";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           679";"                           659";"                           669";"                           684";"                           781";"                           786";"                           849";"                           902";"                           549";"                           748"
;"140 Overskud i alt";"";"                            37";"                            16";"                            17";"                            14";"                            12";"                            19";"                            19";"                            21";"                           103";"                            17"
;"140.1 Afvikling af opsamlet underskud";"";"                             4";"                             2";"                             4";"                             2";"                             3";"                             4";"                             3";"                             4";"                            54";"                             3"
;"140.2 Henlæggelser";"";"                            32";"                            14";"                            13";"                            12";"                             9";"                            16";"                            16";"                            17";"                            50";"                            13"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           715";"                           675";"                           686";"                           698";"                           793";"                           805";"                           868";"                           923";"                           652";"                           765"

