"Udgifter, gns. pr. kvm pr. år, kr.";;;"Ibrugtagelsesår";;;;;;;;;"Alle"
;"Før 1940 ";"1940-1949";"1950-1959";"1960-1969";"1970-1979";"1980-1989";"1990-1999";"2000-2009";"2010-    ";;
;"116.1 Afholdte udgifter";"";"                           183";"                           133";"                           146";"                           103";"                           112";"                           136";"                           127";"                            94";"                            56";"                           118"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -183";"                          -130";"                          -144";"                          -102";"                          -111";"                          -133";"                          -125";"                           -94";"                           -54";"                          -116"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"117.1 Afholdte udgifter";"";"                            26";"                            16";"                            20";"                            24";"                            20";"                            18";"                            18";"                            16";"                             9";"                            19"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -26";"                           -16";"                           -20";"                           -24";"                           -20";"                           -18";"                           -17";"                           -16";"                            -9";"                           -19"
;"118 Særlige aktiviteter";"";"                             9";"                             8";"                            10";"                            13";"                            10";"                            10";"                            11";"                             9";"                             7";"                            10"
;"119 Diverse udgifter";"";"                             8";"                             5";"                             6";"                             6";"                             8";"                             7";"                             7";"                             8";"                             7";"                             7"
;"124.8 Henlæggelser i alt";"";"                           292";"                           237";"                           226";"                           223";"                           247";"                           196";"                           194";"                           211";"                           135";"                           215"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           259";"                           191";"                           197";"                           185";"                           174";"                           174";"                           172";"                           133";"                           117";"                           174"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             0";"                            15";"                            17";"                            16";"                            13";"                            14";"                            14";"                            13";"                            12";"                            14"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            31";"                             6";"                             7";"                             8";"                            14";"                             5";"                             6";"                             5";"                             5";"                             8"
;"122.1 Fælleskonto (konto 403)";"";"                             1";"                             0";"                             1";"                             1";"                             4";"                             1";"                             1";"                             1";"                             1";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            30";"                             5";"                             6";"                             7";"                            11";"                             4";"                             5";"                             4";"                             4";"                             6"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             1";"                             2";"                             2";"                             2";"                             3";"                             2";"                             2";"                             1";"                             2";"                             2"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                            23";"                             3";"                            12";"                            43";"                             1";"                             1";"                            59";"                             0";"                            17"
;"137 Ekstraordinære udgifter i alt";"";"                           101";"                           208";"                           196";"                           191";"                           222";"                            85";"                            51";"                            36";"                            26";"                           143"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            85";"                           132";"                           116";"                           110";"                            63";"                            38";"                            20";"                             8";"                             4";"                            67"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             0";"                             6";"                            10";"                             9";"                            12";"                             9";"                             7";"                             4";"                             4";"                             8"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                            41";"                            33";"                            49";"                           111";"                            17";"                             5";"                             3";"                             0";"                            40"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                            -0";"                             1";"                             2";"                             2";"                             1";"                             0";"                             7";"                             0";"                             2"
;"129.1 Afholdte udgifter";"";"                             2";"                             6";"                             4";"                             6";"                             6";"                             7";"                             4";"                            15";"                             8";"                             7"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -2";"                            -6";"                            -4";"                            -4";"                            -5";"                            -6";"                            -4";"                            -8";"                            -8";"                            -5"
;"130 Tab ved fraflytning";"";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"130.1 Afholdte udgifter";"";"                             4";"                             4";"                             5";"                             6";"                             9";"                             8";"                             5";"                             3";"                             2";"                             6"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -2";"                            -2";"                            -2";"                            -2";"                            -3";"                            -2";"                            -2";"                            -1";"                            -1";"                            -2"
;"131 Andre renter";"";"                            14";"                            19";"                            13";"                            14";"                            15";"                            12";"                            13";"                             9";"                             8";"                            13"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             1";"                             3";"                             2";"                             4";"                             1";"                             1";"                             0";"                             0";"                             2"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             2";"                             2";"                             1"
;"134 Korrektion vedr. tidligere år";"";"                             2";"                             7";"                            18";"                             3";"                             9";"                             3";"                             3";"                             2";"                             5";"                             7"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                            -0";"                            -0";"                             0";"                            -0";"                             0";"                            -0";"                            -0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             1";"                             1";"                             2";"                             4";"                             2";"                             0";"                             0";"                             3";"                             2"
;"139 Udgifter i alt";"";"                           796";"                           836";"                           833";"                           807";"                           912";"                           938";"                           953";"                         1.036";"                           994";"                           900"
;"140 Overskud i alt";"";"                            37";"                             9";"                             8";"                             9";"                            10";"                            11";"                            11";"                            13";"                            17";"                            11"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             1";"                             2";"                             1";"                             2";"                             1";"                             1";"                             2";"                             1";"                             1"
;"140.2 Henlæggelser";"";"                            37";"                             8";"                             7";"                             9";"                             8";"                            10";"                            10";"                            10";"                            16";"                             9"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           833";"                           846";"                           842";"                           816";"                           921";"                           949";"                           964";"                         1.048";"                         1.010";"                           911"
"Nordjylland";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                           231";"                           106";"                            77";"                           105";"                           210";"                           333";"                           448";"                           576";"                           569";"                           261"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           223";"                           201";"                           225";"                           174";"                           152";"                           179";"                           162";"                           153";"                           146";"                           176"
;"106 Ejendomsskatter";"";"                            28";"                            30";"                            41";"                            31";"                            30";"                            49";"                            21";"                            19";"                            14";"                            31"
;"107 Vandafgift";"";"                            23";"                            14";"                            24";"                            16";"                            12";"                            18";"                            16";"                            12";"                             3";"                            15"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"109 Renovation";"";"                            37";"                            31";"                            30";"                            30";"                            31";"                            33";"                            30";"                            28";"                            31";"                            31"
;"110 Forsikringer";"";"                             9";"                            10";"                            11";"                            10";"                            10";"                            11";"                            11";"                             9";"                             9";"                            10"
;"111 Afdelingens energiforbrug";"";"                            24";"                            12";"                            14";"                            16";"                            17";"                            13";"                            24";"                            28";"                            24";"                            17"
;"112 Bidrag til boligorganisationen";"";"                            63";"                            56";"                            54";"                            52";"                            51";"                            56";"                            60";"                            56";"                            64";"                            56"
;"112.1 Administrationsbidrag";"";"                            54";"                            50";"                            48";"                            47";"                            46";"                            51";"                            54";"                            51";"                            60";"                            50"
;"112.2 Dispositionsfond";"";"                             8";"                             6";"                             5";"                             5";"                             5";"                             4";"                             6";"                             5";"                             3";"                             5"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            39";"                            48";"                            51";"                            20";"                             0";"                             0";"                             0";"                             0";"                             0";"                            16"
;"119.9 Variable udgifter i alt";"";"                           135";"                           119";"                           117";"                           121";"                           121";"                           127";"                           152";"                           131";"                           123";"                           124"
;"114 Renholdelse";"";"                            87";"                            72";"                            74";"                            70";"                            77";"                            80";"                            93";"                            82";"                            64";"                            76"
;"115 Almindelig vedligeholdelse";"";"                            34";"                            32";"                            30";"                            36";"                            29";"                            31";"                            39";"                            38";"                            30";"                            32"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0"
;"116.1 Afholdte udgifter";"";"                            93";"                            81";"                            95";"                            97";"                           212";"                            97";"                           101";"                            79";"                            46";"                           109"
;"116.2 Heraf dækkes af henlæggelser";"";"                           -93";"                           -81";"                           -95";"                           -97";"                          -212";"                           -97";"                          -101";"                           -79";"                           -46";"                          -109"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"117.1 Afholdte udgifter";"";"                            11";"                            16";"                            15";"                            16";"                            12";"                            14";"                            12";"                            10";"                             9";"                            13"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -11";"                           -16";"                           -15";"                           -16";"                           -12";"                           -14";"                           -12";"                           -10";"                            -9";"                           -13"
;"118 Særlige aktiviteter";"";"                             7";"                             9";"                             8";"                             9";"                             8";"                             8";"                            13";"                             6";"                             9";"                             9"
;"119 Diverse udgifter";"";"                             7";"                             5";"                             5";"                             6";"                             7";"                             7";"                             7";"                             6";"                            19";"                             8"
;"124.8 Henlæggelser i alt";"";"                           137";"                           144";"                           169";"                           161";"                           193";"                           133";"                           136";"                           120";"                            95";"                           149"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           101";"                           122";"                           153";"                           129";"                           136";"                           111";"                           118";"                           107";"                            78";"                           122"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                            21";"                            14";"                             9";"                            12";"                             7";"                             8";"                             8";"                             9";"                             9";"                            10"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                             0";"                             3";"                             4";"                             7";"                             8";"                             7";"                             4";"                             2";"                             6";"                             5"
;"122.1 Fælleskonto (konto 403)";"";"                             0";"                             2";"                             2";"                             3";"                             4";"                             3";"                             1";"                             1";"                             2";"                             3"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                             0";"                             1";"                             2";"                             4";"                             3";"                             4";"                             2";"                             1";"                             4";"                             3"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                            10";"                             4";"                             2";"                            12";"                             4";"                             4";"                             3";"                             2";"                             3";"                             5"
;"124 Andre henlæggelser (konto 406)";"";"                             5";"                             0";"                             2";"                             1";"                            38";"                             2";"                             3";"                             0";"                             0";"                             8"
;"137 Ekstraordinære udgifter i alt";"";"                           169";"                           139";"                           188";"                           248";"                           242";"                           129";"                            45";"                            35";"                            18";"                           152"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            94";"                           106";"                           110";"                           131";"                            59";"                            79";"                            16";"                            14";"                             2";"                            74"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             4";"                            14";"                            21";"                            22";"                            18";"                             8";"                             7";"                             8";"                             1";"                            14"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                            10";"                            24";"                            73";"                            90";"                            12";"                             6";"                             0";"                             0";"                            34"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                            48";"                             1";"                             1";"                             5";"                             1";"                             2";"                             3";"                             2";"                             2";"                             2"
;"129.1 Afholdte udgifter";"";"                            57";"                             5";"                             5";"                            20";"                             9";"                             8";"                            11";"                            12";"                             9";"                            10"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -9";"                            -4";"                            -4";"                           -15";"                            -8";"                            -7";"                            -9";"                           -10";"                            -7";"                            -8"
;"130 Tab ved fraflytning";"";"                             8";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"130.1 Afholdte udgifter";"";"                             9";"                             4";"                             3";"                             6";"                             7";"                             6";"                             5";"                             4";"                             1";"                             5"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -1";"                            -3";"                            -3";"                            -3";"                            -3";"                            -2";"                            -2";"                            -1";"                            -1";"                            -2"
;"131 Andre renter";"";"                             2";"                             6";"                             4";"                             4";"                             7";"                             4";"                             5";"                             4";"                             8";"                             5"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                            24";"                             4";"                            58";"                            18";"                             2";"                             0";"                             0";"                            17"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                            13";"                             1";"                             1";"                             4";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             2";"                             2";"                             3";"                             5";"                             2";"                             2";"                             3";"                             2";"                             3"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             1";"                             0";"                             2";"                             2";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           894";"                           709";"                           777";"                           809";"                           919";"                           900";"                           943";"                         1.015";"                           951";"                           862"
;"140 Overskud i alt";"";"                             3";"                            14";"                            22";"                            31";"                            16";"                             9";"                            18";"                             8";"                            23";"                            18"
;"140.1 Afvikling af opsamlet underskud";"";"                             3";"                             7";"                            10";"                             2";"                             3";"                             1";"                             1";"                             0";"                             0";"                             3"
;"140.2 Henlæggelser";"";"                             0";"                             7";"                            13";"                            29";"                            13";"                             8";"                            16";"                             7";"                            22";"                            14"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           898";"                           723";"                           799";"                           840";"                           935";"                           909";"                           961";"                         1.023";"                           974";"                           880"
"Alle";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                            21";"                            60";"                            52";"                            85";"                           185";"                           344";"                           442";"                           582";"                           619";"                           228"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           282";"                           263";"                           270";"                           229";"                           192";"                           200";"                           199";"                           171";"                           161";"                           218"
;"106 Ejendomsskatter";"";"                            69";"                            57";"                            61";"                            56";"                            51";"                            60";"                            45";"                            33";"                            41";"                            54"
;"107 Vandafgift";"";"                            27";"                            24";"                            30";"                            26";"                            21";"                            18";"                            20";"                             9";"                             3";"                            21"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"109 Renovation";"";"                            31";"                            32";"                            31";"                            30";"                            30";"                            35";"                            32";"                            29";"                            26";"                            31"
;"110 Forsikringer";"";"                            17";"                            15";"                            15";"                            14";"                            15";"                            14";"                            14";"                            12";"                            12";"                            14"
;"111 Afdelingens energiforbrug";"";"                            16";"                            14";"                            16";"                            18";"                            18";"                            15";"                            23";"                            26";"                            20";"                            18"
;"112 Bidrag til boligorganisationen";"";"                            62";"                            64";"                            59";"                            59";"                            55";"                            60";"                            65";"                            62";"                            59";"                            59"
;"112.1 Administrationsbidrag";"";"                            58";"                            58";"                            55";"                            55";"                            51";"                            56";"                            60";"                            57";"                            54";"                            55"
;"112.2 Dispositionsfond";"";"                             3";"                             4";"                             3";"                             4";"                             3";"                             3";"                             4";"                             4";"                             4";"                             3"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            61";"                            57";"                            57";"                            26";"                             1";"                             0";"                             0";"                             0";"                             0";"                            20"
;"119.9 Variable udgifter i alt";"";"                           120";"                           123";"                           131";"                           133";"                           129";"                           123";"                           135";"                           125";"                           110";"                           128"
;"114 Renholdelse";"";"                            85";"                            84";"                            87";"                            90";"                            89";"                            84";"                            92";"                            79";"                            64";"                            86"
;"115 Almindelig vedligeholdelse";"";"                            16";"                            21";"                            23";"                            21";"                            21";"                            21";"                            21";"                            23";"                            22";"                            21"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             2";"                             2";"                             2";"                             0";"                             1";"                             1";"                             1";"                             2";"                             1"
;"116.1 Afholdte udgifter";"";"                           235";"                           159";"                           160";"                           134";"                           155";"                           141";"                           141";"                           111";"                            67";"                           143"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -235";"                          -157";"                          -159";"                          -132";"                          -154";"                          -140";"                          -140";"                          -109";"                           -65";"                          -142"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"117.1 Afholdte udgifter";"";"                            15";"                            17";"                            17";"                            16";"                            15";"                            13";"                            14";"                            12";"                             8";"                            15"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -15";"                           -17";"                           -16";"                           -16";"                           -15";"                           -13";"                           -14";"                           -12";"                            -8";"                           -14"
;"118 Særlige aktiviteter";"";"                            10";"                            10";"                            11";"                            13";"                            10";"                            11";"                            12";"                            13";"                             9";"                            11"
;"119 Diverse udgifter";"";"                             9";"                             7";"                             7";"                             7";"                             8";"                             7";"                             9";"                             9";"                            12";"                             8"
;"124.8 Henlæggelser i alt";"";"                           302";"                           249";"                           272";"                           238";"                           260";"                           206";"                           211";"                           182";"                           127";"                           233"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           262";"                           217";"                           216";"                           192";"                           178";"                           177";"                           181";"                           149";"                           111";"                           186"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             8";"                            11";"                            11";"                             9";"                             9";"                            10";"                            10";"                            10";"                             9";"                            10"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            12";"                             8";"                             6";"                             7";"                             7";"                             3";"                             5";"                             4";"                             3";"                             6"
;"122.1 Fælleskonto (konto 403)";"";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            11";"                             8";"                             5";"                             6";"                             6";"                             3";"                             4";"                             3";"                             3";"                             5"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             3";"                             2";"                             3";"                             4";"                             3";"                             2";"                             2";"                             1";"                             2";"                             3"
;"124 Andre henlæggelser (konto 406)";"";"                            17";"                            10";"                            36";"                            27";"                            63";"                            13";"                            13";"                            18";"                             2";"                            29"
;"137 Ekstraordinære udgifter i alt";"";"                           163";"                           160";"                           182";"                           221";"                           244";"                           104";"                            56";"                            31";"                            29";"                           158"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                           112";"                           104";"                           108";"                           111";"                            75";"                            50";"                            23";"                             9";"                             2";"                            73"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                            12";"                            10";"                            15";"                            15";"                            13";"                             9";"                             7";"                             4";"                             5";"                            11"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                            11";"                            21";"                            35";"                            69";"                           122";"                            22";"                             7";"                             1";"                             0";"                            48"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             1";"                             0";"                             0";"                             1";"                             1";"                             0";"                             0";"                             2";"                             1";"                             1"
;"129.1 Afholdte udgifter";"";"                             3";"                             4";"                             4";"                             6";"                             5";"                             5";"                             6";"                             8";"                             7";"                             5"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -2";"                            -4";"                            -4";"                            -5";"                            -4";"                            -4";"                            -5";"                            -5";"                            -6";"                            -5"
;"130 Tab ved fraflytning";"";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"130.1 Afholdte udgifter";"";"                             7";"                             6";"                             5";"                             6";"                             8";"                             7";"                             6";"                             3";"                             2";"                             6"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -4";"                            -3";"                            -3";"                            -3";"                            -3";"                            -3";"                            -2";"                            -1";"                            -1";"                            -3"
;"131 Andre renter";"";"                            17";"                            11";"                             9";"                            11";"                            12";"                             9";"                             9";"                             8";"                            10";"                            10"
;"132 Ydelser vedr. driftsstøtte";"";"                             9";"                             7";"                             7";"                             7";"                            11";"                             5";"                             3";"                             1";"                             0";"                             6"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             1";"                             1";"                             1";"                             2";"                             2";"                             2";"                             2";"                             2";"                             1"
;"134 Korrektion vedr. tidligere år";"";"                             1";"                             4";"                             6";"                             3";"                             6";"                             5";"                             4";"                             3";"                             7";"                             5"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             1";"                             3";"                             3";"                             2";"                             1";"                             0";"                             1";"                             2"
;"139 Udgifter i alt";"";"                           888";"                           854";"                           905";"                           906";"                         1.011";"                           977";"                         1.043";"                         1.090";"                         1.046";"                           964"
;"140 Overskud i alt";"";"                            17";"                            13";"                            15";"                            17";"                            17";"                            13";"                            16";"                            14";"                            26";"                            16"
;"140.1 Afvikling af opsamlet underskud";"";"                             3";"                             4";"                             4";"                             3";"                             3";"                             2";"                             1";"                             1";"                             1";"                             3"
;"140.2 Henlæggelser";"";"                            14";"                             9";"                            11";"                            14";"                            14";"                            11";"                            15";"                            13";"                            25";"                            13"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           905";"                           867";"                           921";"                           922";"                         1.028";"                           990";"                         1.059";"                         1.104";"                         1.071";"                           980"

