"Udgifter, gns. pr. kvm pr. år, kr.";;;"Ibrugtagelsesår";;;;;;;;;"Alle"
;"Før 1940 ";"1940-1949";"1950-1959";"1960-1969";"1970-1979";"1980-1989";"1990-1999";"2000-2009";"2010-    ";;
;"116.1 Afholdte udgifter";"";"                            44";"                            97";"                           109";"                            95";"                            85";"                            95";"                            81";"                            52";"                            19";"                            88"
;"116.2 Heraf dækkes af henlæggelser";"";"                           -44";"                           -96";"                          -109";"                           -94";"                           -85";"                           -92";"                           -80";"                           -51";"                           -17";"                           -87"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                            35";"                            21";"                            24";"                            26";"                            25";"                            22";"                            19";"                            17";"                             3";"                            23"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -35";"                           -20";"                           -24";"                           -26";"                           -24";"                           -21";"                           -18";"                           -15";"                            -3";"                           -22"
;"118 Særlige aktiviteter";"";"                             9";"                             8";"                             8";"                            12";"                            11";"                             9";"                            10";"                             9";"                             4";"                            10"
;"119 Diverse udgifter";"";"                             8";"                             5";"                             6";"                             7";"                             8";"                             7";"                             8";"                            10";"                            12";"                             7"
;"124.8 Henlæggelser i alt";"";"                           223";"                           144";"                           150";"                           151";"                           153";"                           131";"                           125";"                            98";"                            93";"                           139"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           182";"                           117";"                           117";"                           110";"                           107";"                           101";"                           100";"                            76";"                            67";"                           105"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             0";"                            18";"                            21";"                            19";"                            16";"                            17";"                            14";"                            13";"                             9";"                            17"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            39";"                             5";"                             7";"                             9";"                            12";"                             6";"                             6";"                             5";"                             7";"                             8"
;"122.1 Fælleskonto (konto 403)";"";"                             3";"                             1";"                             1";"                             1";"                             3";"                             1";"                             1";"                             1";"                             1";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            36";"                             5";"                             6";"                             8";"                             9";"                             5";"                             5";"                             4";"                             6";"                             7"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             2";"                             4";"                             4";"                             6";"                             9";"                             6";"                             4";"                             3";"                             3";"                             6"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             0";"                             1";"                             6";"                             9";"                             0";"                             0";"                             0";"                             6";"                             3"
;"137 Ekstraordinære udgifter i alt";"";"                            78";"                           133";"                           129";"                           142";"                           148";"                            48";"                            31";"                            25";"                            38";"                           100"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            75";"                           104";"                            99";"                           103";"                            49";"                            21";"                            14";"                             7";"                             6";"                            58"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             0";"                            12";"                            10";"                             7";"                            12";"                             7";"                             4";"                             4";"                             2";"                             8"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             4";"                             5";"                            18";"                            65";"                             5";"                             2";"                             0";"                             0";"                            19"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             2";"                             7";"                             3";"                             4";"                             4";"                             3";"                             2";"                             2";"                            14";"                             4"
;"129.1 Afholdte udgifter";"";"                             2";"                            11";"                             6";"                             6";"                            12";"                            11";"                             7";"                            12";"                            24";"                             9"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -0";"                            -4";"                            -3";"                            -3";"                            -8";"                            -8";"                            -5";"                            -9";"                           -11";"                            -6"
;"130 Tab ved fraflytning";"";"                             0";"                             3";"                             1";"                             2";"                             3";"                             2";"                             2";"                             2";"                             1";"                             2"
;"130.1 Afholdte udgifter";"";"                             1";"                             7";"                             5";"                             8";"                            13";"                             8";"                             6";"                             4";"                             1";"                             8"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -1";"                            -4";"                            -4";"                            -6";"                           -10";"                            -6";"                            -4";"                            -2";"                            -1";"                            -6"
;"131 Andre renter";"";"                             0";"                             1";"                             4";"                             2";"                             5";"                             2";"                             2";"                             4";"                             7";"                             3"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             0";"                             1"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             3";"                             2";"                             2";"                             3";"                             2";"                             3";"                             4";"                             0";"                             2"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             0";"                             4";"                             3";"                             2";"                             1";"                             2";"                             2";"                             9";"                             2"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                            -0";"                            -0";"                             0";"                             0";"                            -0";"                            -0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             2";"                             3";"                             2";"                             0";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           705";"                           668";"                           677";"                           690";"                           749";"                           804";"                           839";"                           868";"                           862";"                           753"
;"140 Overskud i alt";"";"                            20";"                            15";"                            18";"                            17";"                            12";"                            26";"                            27";"                            21";"                            45";"                            20"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             1";"                             2";"                             2";"                             1";"                             2";"                             1";"                             1";"                             0";"                             1"
;"140.2 Henlæggelser";"";"                            20";"                            15";"                            16";"                            15";"                            11";"                            24";"                            26";"                            19";"                            45";"                            18"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           725";"                           684";"                           695";"                           706";"                           762";"                           830";"                           866";"                           889";"                           907";"                           773"
"Nordjylland";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                           235";"                            79";"                            73";"                           107";"                           217";"                           327";"                           424";"                           532";"                           501";"                           229"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           204";"                           196";"                           214";"                           173";"                           156";"                           157";"                           164";"                           148";"                           127";"                           172"
;"106 Ejendomsskatter";"";"                            28";"                            28";"                            38";"                            29";"                            28";"                            29";"                            17";"                            17";"                            14";"                            27"
;"107 Vandafgift";"";"                            29";"                            19";"                            23";"                            21";"                            23";"                            19";"                            19";"                            12";"                             3";"                            20"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             3";"                             3";"                             3";"                             1";"                             2";"                             2";"                             2";"                             1";"                             2"
;"109 Renovation";"";"                            25";"                            26";"                            26";"                            24";"                            24";"                            27";"                            26";"                            24";"                            23";"                            25"
;"110 Forsikringer";"";"                             7";"                             9";"                            12";"                            10";"                            13";"                            12";"                            13";"                            11";"                             9";"                            11"
;"111 Afdelingens energiforbrug";"";"                            24";"                            13";"                            14";"                            17";"                            18";"                            16";"                            32";"                            31";"                            24";"                            19"
;"112 Bidrag til boligorganisationen";"";"                            56";"                            50";"                            49";"                            47";"                            48";"                            51";"                            55";"                            51";"                            54";"                            50"
;"112.1 Administrationsbidrag";"";"                            56";"                            47";"                            45";"                            45";"                            45";"                            49";"                            52";"                            49";"                            52";"                            47"
;"112.2 Dispositionsfond";"";"                             0";"                             2";"                             3";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            34";"                            49";"                            50";"                            21";"                             0";"                             0";"                             0";"                             0";"                             0";"                            17"
;"119.9 Variable udgifter i alt";"";"                           147";"                           124";"                           122";"                           124";"                           123";"                           130";"                           139";"                           126";"                           114";"                           126"
;"114 Renholdelse";"";"                            76";"                            66";"                            70";"                            66";"                            74";"                            78";"                            85";"                            75";"                            65";"                            72"
;"115 Almindelig vedligeholdelse";"";"                            55";"                            42";"                            37";"                            40";"                            32";"                            35";"                            36";"                            36";"                            23";"                            37"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                            -0";"                             0";"                             1";"                             1";"                             0";"                             2";"                             2";"                             1"
;"116.1 Afholdte udgifter";"";"                           113";"                            90";"                            88";"                            55";"                            66";"                            66";"                            60";"                            44";"                            15";"                            68"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -113";"                           -89";"                           -88";"                           -55";"                           -65";"                           -65";"                           -60";"                           -41";"                           -12";"                           -67"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0"
;"117.1 Afholdte udgifter";"";"                            10";"                            14";"                            13";"                            14";"                            15";"                            13";"                            12";"                             9";"                             1";"                            13"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -10";"                           -14";"                           -13";"                           -14";"                           -15";"                           -13";"                           -11";"                            -9";"                            -1";"                           -13"
;"118 Særlige aktiviteter";"";"                             4";"                             9";"                             9";"                            11";"                             8";"                             7";"                            10";"                             7";"                             7";"                             9"
;"119 Diverse udgifter";"";"                            12";"                             5";"                             6";"                             7";"                             8";"                             8";"                             7";"                             6";"                            17";"                             7"
;"124.8 Henlæggelser i alt";"";"                            71";"                           108";"                           128";"                           117";"                           127";"                           116";"                            96";"                            86";"                            79";"                           113"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                            53";"                            86";"                            95";"                            79";"                            78";"                            82";"                            77";"                            70";"                            57";"                            81"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                            11";"                            13";"                            16";"                            14";"                            10";"                            11";"                             9";"                             8";"                            14";"                            12"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                             0";"                             5";"                             4";"                             8";"                            10";"                             7";"                             4";"                             4";"                             0";"                             6"
;"122.1 Fælleskonto (konto 403)";"";"                             0";"                             2";"                             2";"                             4";"                             6";"                             4";"                             1";"                             1";"                             0";"                             3"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                             0";"                             2";"                             2";"                             4";"                             4";"                             4";"                             3";"                             3";"                             0";"                             3"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             6";"                             4";"                             6";"                             9";"                            11";"                             8";"                             6";"                             4";"                             2";"                             7"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             0";"                             8";"                             6";"                            18";"                             8";"                             0";"                             0";"                             7";"                             7"
;"137 Ekstraordinære udgifter i alt";"";"                           115";"                           116";"                           128";"                           150";"                           130";"                            62";"                            35";"                            29";"                            32";"                           101"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                           107";"                           100";"                            77";"                           104";"                            81";"                            44";"                            12";"                            11";"                             1";"                            68"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             1";"                             7";"                             9";"                             6";"                             3";"                             4";"                             2";"                             3";"                             2";"                             5"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             0";"                             9";"                            26";"                            28";"                             5";"                             0";"                             0";"                             0";"                            12"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             0";"                             2";"                             4";"                             1";"                             3";"                             9";"                             6";"                             6";"                             3"
;"129.1 Afholdte udgifter";"";"                             9";"                             4";"                             5";"                            11";"                            14";"                             8";"                            16";"                             9";"                            19";"                            10"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -9";"                            -4";"                            -3";"                            -7";"                           -13";"                            -5";"                            -7";"                            -3";"                           -13";"                            -7"
;"130 Tab ved fraflytning";"";"                             2";"                             1";"                             1";"                             1";"                             3";"                             2";"                             2";"                             2";"                             0";"                             2"
;"130.1 Afholdte udgifter";"";"                             8";"                             6";"                             4";"                             6";"                            10";"                             6";"                             5";"                             3";"                             1";"                             6"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -6";"                            -5";"                            -3";"                            -5";"                            -7";"                            -5";"                            -3";"                            -1";"                            -0";"                            -4"
;"131 Andre renter";"";"                             1";"                             2";"                             2";"                             1";"                             2";"                             2";"                             1";"                             1";"                            17";"                             2"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                            22";"                             2";"                             1";"                             0";"                             0";"                             1";"                             0";"                             3"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             2";"                             2";"                             2";"                             3";"                             6";"                             2";"                             5";"                             6";"                             0";"                             3"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             2";"                             6";"                             3";"                             4";"                             2";"                             1";"                             2";"                             5";"                             3"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"136 Beboerrådgivere m.v.";"";"                             1";"                             2";"                             0";"                             1";"                             1";"                             0";"                             2";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           772";"                           622";"                           665";"                           670";"                           753";"                           792";"                           859";"                           922";"                           854";"                           741"
;"140 Overskud i alt";"";"                             2";"                             7";"                            13";"                            12";"                            15";"                            16";"                            17";"                            24";"                            52";"                            15"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             1";"                             8";"                             2";"                             1";"                             2";"                             1";"                             1";"                             9";"                             2"
;"140.2 Henlæggelser";"";"                             2";"                             5";"                             5";"                            10";"                            14";"                            14";"                            16";"                            23";"                            43";"                            12"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           774";"                           629";"                           678";"                           681";"                           768";"                           808";"                           877";"                           946";"                           906";"                           755"
"Alle";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                            18";"                            47";"                            46";"                            85";"                           190";"                           340";"                           423";"                           549";"                           503";"                           207"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           278";"                           254";"                           259";"                           223";"                           190";"                           179";"                           188";"                           162";"                           145";"                           210"
;"106 Ejendomsskatter";"";"                            62";"                            51";"                            54";"                            49";"                            45";"                            40";"                            36";"                            28";"                            35";"                            45"
;"107 Vandafgift";"";"                            34";"                            29";"                            34";"                            32";"                            29";"                            22";"                            23";"                            10";"                             4";"                            27"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             0";"                             1"
;"109 Renovation";"";"                            27";"                            27";"                            26";"                            25";"                            25";"                            28";"                            27";"                            24";"                            20";"                            26"
;"110 Forsikringer";"";"                            18";"                            14";"                            15";"                            14";"                            16";"                            14";"                            14";"                            12";"                            12";"                            14"
;"111 Afdelingens energiforbrug";"";"                            18";"                            17";"                            18";"                            22";"                            23";"                            19";"                            28";"                            30";"                            25";"                            22"
;"112 Bidrag til boligorganisationen";"";"                            58";"                            59";"                            54";"                            53";"                            50";"                            55";"                            60";"                            58";"                            50";"                            55"
;"112.1 Administrationsbidrag";"";"                            55";"                            56";"                            52";"                            51";"                            48";"                            52";"                            57";"                            54";"                            48";"                            52"
;"112.2 Dispositionsfond";"";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            60";"                            56";"                            58";"                            27";"                             1";"                             0";"                             0";"                             0";"                             0";"                            20"
;"119.9 Variable udgifter i alt";"";"                           144";"                           130";"                           136";"                           138";"                           136";"                           128";"                           137";"                           122";"                           101";"                           133"
;"114 Renholdelse";"";"                            81";"                            76";"                            81";"                            81";"                            79";"                            76";"                            84";"                            73";"                            54";"                            79"
;"115 Almindelig vedligeholdelse";"";"                            46";"                            36";"                            35";"                            33";"                            34";"                            31";"                            31";"                            28";"                            29";"                            33"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             2";"                             1";"                             1";"                             3";"                             1"
;"116.1 Afholdte udgifter";"";"                           121";"                           119";"                           124";"                            97";"                            94";"                            97";"                            91";"                            62";"                            20";"                            99"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -121";"                          -118";"                          -123";"                           -96";"                           -92";"                           -95";"                           -91";"                           -61";"                           -17";"                           -98"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             1";"                             0";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                            21";"                            21";"                            19";"                            18";"                            19";"                            17";"                            18";"                            13";"                             3";"                            18"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -21";"                           -20";"                           -19";"                           -17";"                           -17";"                           -17";"                           -17";"                           -12";"                            -2";"                           -17"
;"118 Særlige aktiviteter";"";"                            10";"                             9";"                            11";"                            14";"                            12";"                            11";"                            11";"                            10";"                             5";"                            11"
;"119 Diverse udgifter";"";"                             7";"                             7";"                             7";"                             8";"                             9";"                             8";"                             9";"                             9";"                            10";"                             8"
;"124.8 Henlæggelser i alt";"";"                           181";"                           165";"                           167";"                           155";"                           154";"                           141";"                           132";"                           105";"                            86";"                           150"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                           142";"                           132";"                           134";"                           117";"                           111";"                           107";"                           103";"                            82";"                            64";"                           114"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                            11";"                            14";"                            17";"                            16";"                            14";"                            16";"                            15";"                            12";"                            10";"                            15"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            14";"                            10";"                             7";"                             6";"                             7";"                             4";"                             5";"                             4";"                             4";"                             6"
;"122.1 Fælleskonto (konto 403)";"";"                             4";"                             4";"                             2";"                             2";"                             2";"                             1";"                             1";"                             1";"                             1";"                             2"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            11";"                             6";"                             5";"                             5";"                             5";"                             3";"                             4";"                             4";"                             3";"                             4"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                            13";"                             8";"                             7";"                             8";"                            12";"                            10";"                             8";"                             6";"                             4";"                             9"
;"124 Andre henlæggelser (konto 406)";"";"                             1";"                             0";"                             3";"                             8";"                            10";"                             4";"                             1";"                             1";"                             4";"                             5"
;"137 Ekstraordinære udgifter i alt";"";"                           140";"                           123";"                           126";"                           146";"                           163";"                            55";"                            40";"                            32";"                            46";"                           110"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                           108";"                            94";"                            95";"                            87";"                            62";"                            28";"                            14";"                             6";"                             3";"                            61"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                            10";"                             9";"                            11";"                             8";"                            12";"                             6";"                             4";"                             3";"                             3";"                             8"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             2";"                             4";"                             8";"                            34";"                            66";"                             7";"                             3";"                             0";"                             0";"                            23"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             1";"                             2";"                             2";"                             3";"                             2";"                             3";"                             3";"                             6";"                             2"
;"129.1 Afholdte udgifter";"";"                             2";"                             5";"                             5";"                             6";"                            11";"                             7";"                             8";"                             9";"                            19";"                             8"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -2";"                            -4";"                            -3";"                            -4";"                            -9";"                            -6";"                            -5";"                            -6";"                           -13";"                            -5"
;"130 Tab ved fraflytning";"";"                             0";"                             1";"                             1";"                             1";"                             2";"                             2";"                             2";"                             1";"                             0";"                             2"
;"130.1 Afholdte udgifter";"";"                            11";"                             9";"                             7";"                             9";"                            13";"                            10";"                             8";"                             5";"                             1";"                             9"
;"130.2 Heraf dækkes af henlæggelser";"";"                           -11";"                            -8";"                            -6";"                            -7";"                           -11";"                            -8";"                            -6";"                            -4";"                            -1";"                            -8"
;"131 Andre renter";"";"                             1";"                             1";"                             1";"                             2";"                             3";"                             1";"                             2";"                             3";"                            23";"                             2"
;"132 Ydelser vedr. driftsstøtte";"";"                            10";"                             8";"                             4";"                             4";"                             4";"                             3";"                             3";"                             1";"                             0";"                             4"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             1";"                             3";"                             2";"                             2";"                             3";"                             3";"                             6";"                             7";"                             0";"                             3"
;"134 Korrektion vedr. tidligere år";"";"                             6";"                             1";"                             2";"                             3";"                             6";"                             3";"                             3";"                             8";"                            12";"                             4"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             1";"                             0";"                             2";"                             3";"                             1";"                             0";"                             0";"                             0";"                             1"
;"139 Udgifter i alt";"";"                           760";"                           720";"                           734";"                           747";"                           832";"                           843";"                           920";"                           970";"                           881";"                           810"
;"140 Overskud i alt";"";"                            18";"                            14";"                            17";"                            16";"                            17";"                            26";"                            25";"                            24";"                            63";"                            20"
;"140.1 Afvikling af opsamlet underskud";"";"                             3";"                             3";"                             4";"                             3";"                             4";"                             4";"                             2";"                             1";"                             4";"                             3"
;"140.2 Henlæggelser";"";"                            16";"                            12";"                            12";"                            13";"                            14";"                            23";"                            22";"                            23";"                            59";"                            17"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           779";"                           735";"                           751";"                           763";"                           850";"                           869";"                           944";"                           994";"                           944";"                           830"

