"Udgifter, gns. pr. kvm pr. år, kr.";;;"Ibrugtagelsesår";;;;;;;;"Alle"
;"Før 1940 ";"1940-1949";"1950-1959";"1960-1969";"1970-1979";"1980-1989";"1990-1999";"2000-2009";;
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             1";"                             2";"                             1";"                             2";"                             0";"                             0";"                             0";"                             1"
;"137 Ekstraordinære udgifter i alt";"";"                            55";"                            80";"                            72";"                            68";"                            82";"                            11";"                             9";"                            20";"                            54"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            55";"                            67";"                            61";"                            49";"                            40";"                             3";"                             1";"                             1";"                            35"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             0";"                             8";"                             6";"                             4";"                             6";"                             2";"                             2";"                             1";"                             4"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             0";"                             0";"                            11";"                            23";"                             1";"                             0";"                             0";"                             8"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             1";"                             1";"                             1";"                             3";"                             0";"                             0";"                             0";"                             1"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0";"                             2";"                             0"
;"129.1 Afholdte udgifter";"";"                             0";"                             1";"                             0";"                             0";"                             1";"                             1";"                             1";"                             3";"                             1"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                            -1";"                            -0";"                            -1";"                            -0"
;"130 Tab ved fraflytning";"";"                             0";"                             0";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1"
;"130.1 Afholdte udgifter";"";"                             0";"                             1";"                             2";"                             3";"                             4";"                             3";"                             2";"                             1";"                             3"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -0";"                            -1";"                            -1";"                            -2";"                            -3";"                            -2";"                            -2";"                            -1";"                            -2"
;"131 Andre renter";"";"                             0";"                             1";"                             1";"                             1";"                             4";"                             0";"                             2";"                            10";"                             2"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             3";"                             1";"                             1";"                             2";"                             2";"                             2";"                             1";"                             2"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0";"                             1";"                             4";"                             1"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                             0";"                            -0";"                            -0";"                             0";"                             0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                            -0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0"
;"139 Udgifter i alt";"";"                           466";"                           470";"                           467";"                           499";"                           545";"                           604";"                           645";"                           658";"                           545"
;"140 Overskud i alt";"";"                            36";"                            21";"                            14";"                            15";"                            12";"                            12";"                            13";"                            18";"                            14"
;"140.1 Afvikling af opsamlet underskud";"";"                             1";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2";"                             3";"                             2"
;"140.2 Henlæggelser";"";"                            35";"                            19";"                            12";"                            13";"                            11";"                            10";"                            11";"                            15";"                            12"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           501";"                           491";"                           481";"                           514";"                           558";"                           616";"                           658";"                           677";"                           559"
"Nordjylland";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                             6";"                            16";"                            33";"                            88";"                           184";"                           302";"                           350";"                           393";"                           175"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           164";"                           161";"                           163";"                           135";"                           123";"                           125";"                           118";"                           109";"                           135"
;"106 Ejendomsskatter";"";"                            22";"                            20";"                            26";"                            22";"                            22";"                            25";"                            18";"                            15";"                            23"
;"107 Vandafgift";"";"                            23";"                            20";"                            22";"                            21";"                            27";"                            22";"                            18";"                            11";"                            22"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             4";"                             5";"                             3";"                             4";"                             2";"                             1";"                             1";"                             3"
;"109 Renovation";"";"                            19";"                            19";"                            19";"                            18";"                            18";"                            21";"                            19";"                            19";"                            19"
;"110 Forsikringer";"";"                             8";"                             5";"                             6";"                             6";"                             8";"                             7";"                             7";"                             7";"                             7"
;"111 Afdelingens energiforbrug";"";"                            10";"                            11";"                            11";"                            12";"                            14";"                            12";"                            17";"                            20";"                            13"
;"112 Bidrag til boligorganisationen";"";"                            31";"                            32";"                            30";"                            30";"                            31";"                            36";"                            37";"                            37";"                            32"
;"112.1 Administrationsbidrag";"";"                            31";"                            31";"                            29";"                            29";"                            29";"                            33";"                            35";"                            35";"                            31"
;"112.2 Dispositionsfond";"";"                             0";"                             1";"                             1";"                             2";"                             2";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            51";"                            49";"                            44";"                            22";"                             1";"                             0";"                             0";"                             0";"                            16"
;"119.9 Variable udgifter i alt";"";"                            78";"                            90";"                            90";"                            92";"                            86";"                            87";"                            94";"                            99";"                            90"
;"114 Renholdelse";"";"                            46";"                            41";"                            45";"                            47";"                            48";"                            53";"                            55";"                            54";"                            49"
;"115 Almindelig vedligeholdelse";"";"                            24";"                            36";"                            32";"                            32";"                            26";"                            22";"                            24";"                            27";"                            28"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                             1";"                             0";"                             0";"                             0";"                             1";"                             1";"                             1"
;"116.1 Afholdte udgifter";"";"                           177";"                            83";"                            63";"                            82";"                            49";"                            44";"                            38";"                            13";"                            58"
;"116.2 Heraf dækkes af henlæggelser";"";"                          -177";"                           -83";"                           -62";"                           -81";"                           -49";"                           -44";"                           -37";"                           -12";"                           -57"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                             7";"                            15";"                            16";"                            15";"                            15";"                            12";"                             8";"                             2";"                            14"
;"117.2 Heraf dækkes af henlæggelser";"";"                            -6";"                           -14";"                           -15";"                           -14";"                           -14";"                           -11";"                            -7";"                            -2";"                           -13"
;"118 Særlige aktiviteter";"";"                             2";"                             6";"                             7";"                             7";"                             5";"                             4";"                             5";"                             8";"                             6"
;"119 Diverse udgifter";"";"                             4";"                             5";"                             4";"                             5";"                             6";"                             6";"                             8";"                             9";"                             6"
;"124.8 Henlæggelser i alt";"";"                            50";"                            93";"                            75";"                            73";"                            68";"                            62";"                            64";"                            60";"                            70"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                            42";"                            75";"                            58";"                            56";"                            50";"                            49";"                            52";"                            48";"                            55"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             7";"                            11";"                            11";"                            10";"                             9";"                             7";"                             8";"                             9";"                             9"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                             0";"                             4";"                             4";"                             5";"                             6";"                             4";"                             2";"                             2";"                             4"
;"122.1 Fælleskonto (konto 403)";"";"                             0";"                             1";"                             1";"                             1";"                             2";"                             2";"                             0";"                             0";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                             0";"                             3";"                             3";"                             3";"                             4";"                             3";"                             1";"                             2";"                             3"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             0";"                             1";"                             1";"                             2";"                             3";"                             1";"                             2";"                             1";"                             2"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             1";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0"
;"137 Ekstraordinære udgifter i alt";"";"                           139";"                            76";"                            81";"                            77";"                            72";"                            22";"                            16";"                            13";"                            56"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                           134";"                            64";"                            72";"                            58";"                            37";"                            12";"                             5";"                             1";"                            40"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             1";"                             6";"                             5";"                             8";"                             4";"                             4";"                             3";"                             1";"                             5"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             1";"                             1";"                             5";"                            20";"                             0";"                             0";"                             0";"                             5"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             0";"                             2";"                             0";"                             1";"                             3";"                             1";"                             1";"                             0";"                             1"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             0";"                             0";"                             1";"                             2";"                             1";"                             1";"                             2";"                             1"
;"129.1 Afholdte udgifter";"";"                             0";"                             0";"                             1";"                             1";"                             4";"                             1";"                             2";"                             3";"                             2"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                             0";"                            -0";"                            -1";"                            -0";"                            -2";"                            -0";"                            -1";"                            -1";"                            -1"
;"130 Tab ved fraflytning";"";"                             0";"                             0";"                             1";"                             1";"                             3";"                             1";"                             1";"                             1";"                             1"
;"130.1 Afholdte udgifter";"";"                             0";"                             1";"                             2";"                             3";"                             6";"                             2";"                             2";"                             2";"                             3"
;"130.2 Heraf dækkes af henlæggelser";"";"                             0";"                            -1";"                            -1";"                            -1";"                            -3";"                            -1";"                            -1";"                            -1";"                            -2"
;"131 Andre renter";"";"                             4";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             6";"                             1"
;"132 Ydelser vedr. driftsstøtte";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             2";"                             2";"                             1";"                             1"
;"134 Korrektion vedr. tidligere år";"";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0";"                             1";"                             1";"                             0"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                             0";"                             0";"                             0";"                             0";"                            -0";"                             0";"                             0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             0";"                             0";"                             0"
;"139 Udgifter i alt";"";"                           437";"                           436";"                           442";"                           465";"                           535";"                           598";"                           642";"                           676";"                           526"
;"140 Overskud i alt";"";"                            12";"                            10";"                            10";"                             6";"                             4";"                             8";"                            11";"                            20";"                             8"
;"140.1 Afvikling af opsamlet underskud";"";"                             0";"                             1";"                             1";"                             1";"                             0";"                             1";"                             1";"                             4";"                             1"
;"140.2 Henlæggelser";"";"                            12";"                             7";"                             9";"                             5";"                             3";"                             7";"                            10";"                            16";"                             7"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             2";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           450";"                           445";"                           452";"                           471";"                           539";"                           606";"                           653";"                           696";"                           534"
"Alle";"105.9 Nettokapitaludgifter (beboerbetaling)";"";"                            12";"                            21";"                            35";"                            88";"                           187";"                           312";"                           366";"                           390";"                           171"
;"113.9 Offentlige og andre faste udgifter i alt";"";"                           200";"                           192";"                           189";"                           166";"                           142";"                           137";"                           139";"                           128";"                           158"
;"106 Ejendomsskatter";"";"                            36";"                            33";"                            33";"                            31";"                            28";"                            28";"                            26";"                            22";"                            30"
;"107 Vandafgift";"";"                            31";"                            28";"                            30";"                            30";"                            29";"                            23";"                            20";"                            14";"                            27"
;"108 Kloakbidrag, vejafgift m.v.";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"109 Renovation";"";"                            18";"                            21";"                            21";"                            20";"                            21";"                            24";"                            23";"                            21";"                            21"
;"110 Forsikringer";"";"                            10";"                             7";"                             8";"                             8";"                             9";"                             8";"                             8";"                             8";"                             8"
;"111 Afdelingens energiforbrug";"";"                            15";"                            13";"                            14";"                            17";"                            20";"                            15";"                            21";"                            22";"                            17"
;"112 Bidrag til boligorganisationen";"";"                            39";"                            39";"                            36";"                            35";"                            34";"                            38";"                            40";"                            40";"                            37"
;"112.1 Administrationsbidrag";"";"                            38";"                            38";"                            34";"                            34";"                            33";"                            36";"                            38";"                            38";"                            35"
;"112.2 Dispositionsfond";"";"                             2";"                             1";"                             1";"                             1";"                             1";"                             2";"                             2";"                             2";"                             2"
;"113 Afdelingens pligtmæssige bidrag til byggefonden";"";"                            50";"                            49";"                            48";"                            24";"                             1";"                             0";"                             0";"                             0";"                            18"
;"119.9 Variable udgifter i alt";"";"                            98";"                            96";"                           102";"                           101";"                            98";"                            91";"                            93";"                            95";"                            97"
;"114 Renholdelse";"";"                            51";"                            50";"                            53";"                            53";"                            51";"                            51";"                            55";"                            51";"                            52"
;"115 Almindelig vedligeholdelse";"";"                            33";"                            33";"                            33";"                            31";"                            29";"                            24";"                            24";"                            24";"                            29"
;"116 Planlagt periodisk vedligeholdese og fornyelser";"";"                             0";"                             1";"                             1";"                             0";"                             0";"                             0";"                             0";"                             2";"                             1"
;"116.1 Afholdte udgifter";"";"                            77";"                            81";"                            80";"                            74";"                            67";"                            65";"                            49";"                            25";"                            69"
;"116.2 Heraf dækkes af henlæggelser";"";"                           -77";"                           -81";"                           -79";"                           -73";"                           -67";"                           -65";"                           -48";"                           -23";"                           -68"
;"117 Istandsættelse ved fraflytning m.v.: (A/B-ordning)";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             0";"                             1"
;"117.1 Afholdte udgifter";"";"                            19";"                            19";"                            17";"                            16";"                            15";"                            14";"                            11";"                             4";"                            15"
;"117.2 Heraf dækkes af henlæggelser";"";"                           -19";"                           -19";"                           -16";"                           -16";"                           -14";"                           -13";"                           -11";"                            -4";"                           -15"
;"118 Særlige aktiviteter";"";"                             7";"                             6";"                             8";"                             9";"                             9";"                             9";"                             7";"                            10";"                             9"
;"119 Diverse udgifter";"";"                             6";"                             5";"                             6";"                             6";"                             7";"                             6";"                             7";"                             8";"                             6"
;"124.8 Henlæggelser i alt";"";"                            95";"                           103";"                            99";"                            93";"                            91";"                            74";"                            74";"                            72";"                            88"
;"120 Planlagt og periodisk vedligeholdelse og fornyelser (konto 401)";"";"                            71";"                            79";"                            79";"                            72";"                            66";"                            58";"                            58";"                            53";"                            68"
;"121 Istandsættelse ved fraflytning. A-ordning (konto 402)";"";"                             7";"                            11";"                            11";"                            12";"                            11";"                            11";"                             9";"                             8";"                            11"
;"122 Istandsættelse ved fraflytning. B-ordning";"";"                            13";"                             9";"                             5";"                             4";"                             4";"                             3";"                             4";"                             6";"                             5"
;"122.1 Fælleskonto (konto 403)";"";"                             3";"                             2";"                             1";"                             1";"                             1";"                             0";"                             0";"                             0";"                             1"
;"122.2 Indvendig vedligeholdelse (konto 404)";"";"                            10";"                             7";"                             4";"                             4";"                             4";"                             2";"                             3";"                             6";"                             4"
;"123 Tab ved fraflytninger mv. (konto 405)";"";"                             4";"                             3";"                             3";"                             3";"                             4";"                             3";"                             2";"                             4";"                             3"
;"124 Andre henlæggelser (konto 406)";"";"                             0";"                             0";"                             2";"                             1";"                             6";"                             0";"                             0";"                             1";"                             2"
;"137 Ekstraordinære udgifter i alt";"";"                           103";"                            87";"                            77";"                            78";"                            74";"                            17";"                            12";"                            22";"                            59"
;"125 Ydelse vedr. lån til forbedringsarbejder m.v.";"";"                            86";"                            67";"                            63";"                            46";"                            28";"                             5";"                             2";"                             1";"                            34"
;"126 Afskrivning på forbedringsarbejder m.v.";"";"                             4";"                             8";"                             7";"                             7";"                             5";"                             2";"                             2";"                             2";"                             5"
;"127 Ydelser vedr. lån til bygningsrenovering m.v.";"";"                             0";"                             0";"                             1";"                            18";"                            26";"                             2";"                             0";"                             0";"                            10"
;"128 Ydelse vedr. lån til ombygning (konto 303.3)";"";"                             2";"                             2";"                             1";"                             1";"                             4";"                             1";"                             0";"                             0";"                             2"
;"129 Tab ved lejelejlighed m.v.";"";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             3";"                             0"
;"129.1 Afholdte udgifter";"";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1";"                             1";"                             5";"                             1"
;"129.2 Dækket af dispositionsfonden m.v.";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -1";"                            -0";"                            -0";"                            -2";"                            -0"
;"130 Tab ved fraflytning";"";"                             0";"                             0";"                             0";"                             0";"                             1";"                             1";"                             1";"                             1";"                             1"
;"130.1 Afholdte udgifter";"";"                             3";"                             3";"                             3";"                             3";"                             5";"                             3";"                             2";"                             2";"                             3"
;"130.2 Heraf dækkes af henlæggelser";"";"                            -3";"                            -3";"                            -2";"                            -3";"                            -4";"                            -3";"                            -2";"                            -1";"                            -3"
;"131 Andre renter";"";"                             0";"                             1";"                             1";"                             1";"                             2";"                             1";"                             1";"                             7";"                             1"
;"132 Ydelser vedr. driftsstøtte";"";"                             9";"                             7";"                             1";"                             2";"                             2";"                             1";"                             2";"                             1";"                             2"
;"133 Afvikling af underskud og underfinansiering i alt";"";"                             0";"                             1";"                             2";"                             1";"                             3";"                             3";"                             2";"                             1";"                             2"
;"134 Korrektion vedr. tidligere år";"";"                             1";"                             0";"                             0";"                             1";"                             2";"                             1";"                             1";"                             5";"                             1"
;"135 Godtgørelse til fraflyttede lejere";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                            -0";"                             0";"                             0";"                            -0"
;"135.1 Udbetalt godtgørelse";"";"                             0";"                             0";"                             0";"                             0";"                             0";"                            -0";"                             0";"                             0";"                             0"
;"135.2 Heraf overført til afvikling ved huslejeforhøjelse (konto 303.4)";"";"                            -0";"                            -0";"                            -0";"                            -0";"                            -0";"                             0";"                            -0";"                             0";"                            -0"
;"136 Beboerrådgivere m.v.";"";"                             1";"                             0";"                             0";"                             1";"                             1";"                             0";"                             0";"                             0";"                             0"
;"139 Udgifter i alt";"";"                           508";"                           500";"                           503";"                           525";"                           591";"                           631";"                           684";"                           706";"                           574"
;"140 Overskud i alt";"";"                            14";"                            13";"                            12";"                            12";"                             9";"                            10";"                            13";"                            29";"                            11"
;"140.1 Afvikling af opsamlet underskud";"";"                             3";"                             3";"                             2";"                             2";"                             2";"                             1";"                             2";"                             3";"                             2"
;"140.2 Henlæggelser";"";"                            11";"                            10";"                             9";"                             9";"                             6";"                             9";"                            10";"                            25";"                             9"
;"140.3 Overførsel til boligorganisationens dispositionsfond";"";"                             0";"                             0";"                             0";"                             0";"                             1";"                             0";"                             0";"                             1";"                             0"
;"150 Udgifter og evt. overskud i alt";"";"                           522";"                           513";"                           514";"                           537";"                           600";"                           641";"                           697";"                           735";"                           585"

